OBJECTID,PRKID,PRKNAME,PRKADDR,STREETNO,STREETDIR,STREETNM,STREETTYPE,STREETSUFF,CITY,STATE,zipcode,PRKTYPE,PRKCAT,PRKSTATUS,PRKDIST,PRKSIZE,PRKXCOORD,PRKYCOORD,PRKPHONE,PRKAGE,PRKADAACC,CITYCOUNCI,BOCC,PRKDATE,USERID,UPSIZE_TS,X,Y,LEASEDID,parklatitude,parklongitude
44,SPRG,Springfield Park,6700 DEANWOOD PL,6700, ,DEANWOOD,PL, ,CHARLOTTE,NC,28217,Neighborhood,General,Developed,South,,,,9803141003,,,District 3,District 2,1998/07/28 00:00:00+00,,,1431135.076,518528.0594,Mecklenburg,35.160032,-80.902895
239,HGRC,Hickory Grove Recreation Center,6709 PENCE RD,6709, ,PENCE,RD, ,CHARLOTTE,NC,28215,Recreation Center,RecCenter,Developed,South,,,,9803141003,,,District 5,District 4,2008/02/26 00:00:00+00,,,1487014.498,541732.7856,Mecklenburg,35.226405,-80.716963
313,PENC,Hickory Grove Park,6709 PENCE RD,6709, ,PENCE,RD, ,CHARLOTTE,NC,28227,Neighborhood,General,Developed,South,,,,9803141003,,,District 5,District 4,2003/07/11 00:00:00+00,,,1487149.657,541545.5582,Mecklenburg,35.226405,-80.716963
102,METO,Second Ward Gymnasium,710 E MARTIN LUTHER KING JR BV,710,E,MARTIN LUTHER KING JR,BV,,CHARLOTTE,NC,28202,Recreation Center,RecCenter,Developed,Central,,,,9803141002,,,District 1,District 4,2018/10/09 00:00:00+00,,,1450307.352,539411.6044,Mecklenburg,35.218073,-80.840814
101,PHGP,Parham Gateway Park,710 LAKE PARK DR,710,,LAKE PARK,DR,,DAVIDSON,NC,28036,Town Park,General,Developed,North,,,,7048923349,,,,District 1,,,,1445399.258,641446.6496,Davidson,35.498654,-80.863343
134,LIND,Delta Creek Park,7300 LINDA LAKE DR,0, , , , ,CHARLOTTE,NC,28215,Neighborhood,General,Developed,North,,,,9803141001,,,District 5,District 3,1998/12/15 00:00:00+00,,,1484133.106,548323.9679,Mecklenburg,35.244579,-80.727843
67,MSNW,Mason Wallace Park,7301 MONROE RD,7301, ,MONROE,RD, ,CHARLOTTE,NC,28212,Community,General,Developed,South,,,,9803141003,,,District 5,District 4,1998/07/28 00:00:00+00,,,1475386.783,520579.8188,Mecklenburg,35.169199,-80.755893
141,ALEX,Alexander Park,739 E 12TH ST,739,E,12TH,ST, ,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,,,,9803141002,,,District 1,District 4,2002/03/18 00:00:00+00,,,1454368.71,542959.2309,Mecklenburg,35.227259,-80.827474
127,GRAY,Grayson Park,750 BEAL ST,750, ,BEAL,ST, ,CHARLOTTE,NC,28211,Neighborhood,General,Developed,South,,,,9803141003,,,District 1,District 5,1998/07/28 00:00:00+00,,,1463335.645,529069.4498,Mecklenburg,35.189839,-80.796346
330,NAOM,Naomi Drenan Recreation Center,750 BEAL ST,750, ,BEAL,ST, ,CHARLOTTE,NC,28211,Recreation Center,RecCenter,Developed,South,,,,9803141100,,,District 1,District 5,1998/07/28 00:00:00+00,,,1463345.982,528923.6107,Mecklenburg,35.189839,-80.796346
295,LDNP,Lake Davidson Nature Preserve,750 JETTON ST,750,,JETTON,ST,,DAVIDSON,NC,28036,Nature Preserve,General,Developed,North,,,,7048923349,,,,District 1,,,,1446084.91,643443.4135,Davidson,35.502648,-80.860931
87,HARP,Harrisburg Road Park,7701 HARRISBURG RD,7701, ,HARRISBURG,RD, ,CHARLOTTE,NC,28215,Neighborhood,General,Developed,South,,,,9803141003,,,District 5,District 4,1998/07/28 00:00:00+00,,,1496390.437,539205.7198,Mecklenburg,35.220315,-80.687039
98,WILG,Park on Wilgrove,7750 JIM HARPER LN,7750,,JIM HARPER,LN,,MINT HILL,NC,28227,Town Park,General,Developed,South,,,,7045459726,,,,District 6,,,,1505268.292,528105.9026,Mint Hill,35.188274,-80.658331
3,CTMY,C.T. Myers Golf Course,7817 HARRISBURG RD,7817, ,HARRISBURG,RD, ,CHARLOTTE,NC,28215,Golf Course,Golf,Developed,South,,,,9803141003,,,District 5,District 4,2002/03/18 00:00:00+00,,,1496508.108,539832.7766,Mecklenburg,35.220315,-80.687039
294,CHAS,Charles Avenue Park,800 CHARLES AV,800, ,CHARLES,AV, ,CHARLOTTE,NC,28205,Neighborhood,General,Developed,Central,,,,9803141002,,,District 1,District 4,1998/07/28 00:00:00+00,,,1460277.961,548213.0956,Mecklenburg,35.188274,-80.658331
125,MARS,Marshall Park,800 E 3RD ST,0, , , , ,CHARLOTTE,NC,28202,Neighborhood,General,Developed,Central,,,,9803141002,,,District 1,District 4,2009/04/24 00:00:00+00,,,1450791.701,540101.0559,Mecklenburg,35.221763,-80.687468
63,AQUA,Mecklenburg County Aquatic Center,800 E MARTIN LUTHER KING JR BV,800,E,MARTIN LUTHER KING JR,BV, ,CHARLOTTE,NC,28202,Aquatic Center,Sports,Developed,Central,,,,9803143483,,,District 1,District 4,2002/03/18 00:00:00+00,,,1450347.383,539157.2422,Mecklenburg,35.242567,-80.807819
278,SUNH,Sunset Hills Golf Course,800 RADIO RD,800, ,RADIO,RD, ,CHARLOTTE,NC,28216,Golf Course,Golf,Developed,North,,,,9803141001,,,,District 2,1998/07/28 00:00:00+00,,,1437141.011,571286.0144,Mecklenburg,35.219186,-80.838646
301,HACP,Harrisburg Road Sportsplex,8045 HARRISBURG RD,0, ,NO ADDRESS, , ,CHARLOTTE,NC,28215,Regional,General,Developed,South,,,,9803141003,,,District 5,District 4,2002/04/03 00:00:00+00,,,1497014.638,540819.5347,Mecklenburg,35.217319,-80.840706
329,MCTO,McIlwaine Park,8101 MCILWAINE RD,0, , , ,NO,HUNTERSVILLE,NC,28078,Regional,General,Undeveloped,North,,,,9803141001,,,,District 1,2012/07/25 00:00:00+00,,,1434385.496,603436.3759,Mecklenburg,35.308693,-80.887168
302,PENN,Charles and Ida Graham Park,8101 OLIVER HAGER RD,0, , , ,NO,HUNTERSVILLE,NC,28078,Town Park,General,Undeveloped,North,,,,7047662220,,,,District 1,2008/04/21 00:00:00+00,,,1433550.731,616092.1017,Huntersville,35.226937,-80.688285
20,EDGE,Edgehill Park,812 S EDGEHILL RD,812,S,EDGEHILL,RD,NO,CHARLOTTE,NC,28207,Neighborhood,General,Developed,Central,,,,9803141002,,,District 1,District 5,1998/07/28 00:00:00+00,,,1452965.177,533600.4483,Mecklenburg,35.202633,-80.8302
38,MCDP,McDowell Creek Park,8233 GILEAD RD,0, , , ,NO,HUNTERSVILLE,NC,28078,Neighborhood,General,Undeveloped,North,,,,9803141001,,,,District 1,2008/07/28 00:00:00+00,,,1437657.545,608366.9932,Mecklenburg,35.202633,-80.8302
69,MAYP,Mayerling Drive Park,8420 LAWYERS RD,0, ,NO ADDRESS, , ,CHARLOTTE,NC,28227,Neighborhood,General,Undeveloped,South,,,,9803141003,,,,District 6,2003/07/11 00:00:00+00,,,1491199.032,527559.9466,Mecklenburg,35.190216,-80.701739
226,WEAC,Westmoreland Athletic Complex,8430 WESTMORELAND RD,8430,,WESTMORELAND,RD,,CORNELIUS,NC,28031,Town Park,General,Developed,North,,,,7048926031,,,,District 1,,,,1438561.364,628117.8763,Cornelius,35.459893,-80.884125
79,MCCP,McAlpine Creek Park,8711 MONROE RD,8711, ,MONROE,RD, ,CHARLOTTE,NC,28212,Regional,General,Developed,South,,,,9803141003,,,District 6,District 4,2008/05/14 00:00:00+00,,,1478221.489,514435.2479,Mecklenburg,35.150876,-80.744933
331,RCCG,Reedy Creek Community Garden,8832 GRIER RD,8832,,GRIER,RD,,CHARLOTTE,NC,28215,Community Garden,Garden,Developed,North,,,,9803141001,,,District 4,District 3,2009/05/14 10:25:41+00,,,1486564.676,559132.9,Mecklenburg,35.274047,-80.720363
224,MHVP,Mint Hill Veterans Memorial Park,8850 FAIRVIEW RD,8850,,FAIRVIEW,RD,,MINT HILL,NC,28227,Town Park,General,Developed,South,,,,7045459726,,,,District 6,,,,1511681.909,524432.7346,Mint Hill,35.178978,-80.633671
180,WILM,Wilmore Park,900 SPRUCE ST,900, ,SPRUCE,ST, ,CHARLOTTE,NC,28203,Neighborhood,General,Developed,Central,,,,9803141002,,,District 3,District 2,1998/07/28 00:00:00+00,,,1442129.571,540638.2839,Mecklenburg,35.221282,-80.868448
119,EBMP,EB Moore Park,901 MARSH RD,901, ,MARSH,RD,NO,CHARLOTTE,NC,28209,Neighborhood,General,Developed,Central,,,,9803141002,,,District 1,District 4,1998/07/28 00:00:00+00,,,1444753.845,528449.9938,Mecklenburg,35.187891,-80.85837
250,PILP,Pineville Lake Park,909 LAKEVIEW DRIVE,909,,LAKEVIEW,DR,,PINEVILLE,NC,28134,Town Park,General,Developed,South,,,,7048892400,,,,District 6,,,,1433097.295,489221.5463,Pineville,35.079456,-80.895701
26,ABRP,Albemarle Road Park,9120 E W T HARRIS BV,9120,E,W T HARRIS,BV,NO,CHARLOTTE,NC,28227,Community,General,Developed,South,,,,9803141003,,,District 5,District 4,2002/03/18 00:00:00+00,,,1484195.618,530843.2177,Mecklenburg,35.195887,-80.726827
215,NEWP,Newell Park,9130 NEWELL BAPTIST CHURCH RD,9130, ,NEWELL BAPTIST CHURCH,RD, ,CHARLOTTE,NC,28213,Community,General,Developed,North,,,,9803141001,,,District 4,District 3,1998/08/12 00:00:00+00,,,1482307.75,563623.7502,Mecklenburg,35.287943,-80.735611
68,TOMH,Tom Hunter Park,919 TOM HUNTER RD,919, ,TOM HUNTER,RD, ,CHARLOTTE,NC,28213,Neighborhood,General,Developed,North,,,,9803141001,,,District 4,District 3,1998/07/28 00:00:00+00,,,1468324.171,560956.3476,Mecklenburg,35.27757,-80.782049
85,SUGP,Sugaw Creek Park,941 W SUGAR CREEK RD,941,W,SUGAR CREEK,RD, ,CHARLOTTE,NC,28213,Community,General,Developed,North,,,,9803141001,,,District 4,District 3,1998/07/28 00:00:00+00,,,1464549.743,558881.3564,Mecklenburg,35.273184,-80.79412
274,SUGC,Sugaw Creek Recreation Center,943 W SUGAR CREEK RD,943,W,SUGAR CREEK,RD, ,CHARLOTTE,NC,28213,Recreation Center,RecCenter,Developed,North,,,,9803141001,,,District 1,District 3,1998/07/28 00:00:00+00,,,1463875.508,558915.3095,Mecklenburg,35.272471,-80.796266
185,CLWD,Shuffletown Park,9530 BELLHAVEN BV,0, ,NO ADDRESS, , ,CHARLOTTE,NC,28216,Community,General,Developed,North,,,,9803141001,,,District 2,District 1,1998/08/12 00:00:00+00,,,1420082.321,575604.3038,Mecklenburg,35.318083,-80.942697
148,JWRC,JV Washam Recreation Center,9611 WESTMORELAND RD,9611,,WESTMORELAND,RD,,CORNELIUS,NC,28031,Recreation Center,RecCenter,Developed,North,,,,7048926031,,,,District 1,,,,1443751.425,629648.2329,Cornelius,35.46658,-80.867638
24,MTSP,Matthews-Sardis Park,9650 SARDIS RD,9650,,SARDIS,RD,,MATTHEWS,NC,28105,Town Park,General,Developed,South,,,,7043217275,,,,District 6,,,,1478847.283,502415.5918,Matthews,35.11901,-80.742956
304,CLAR,Clarks Creek Greenway Park,9715 MALLARD CREEK RD,0, , , ,NO,CHARLOTTE,NC,28269,Neighborhood,General,Developed,North,,,,9803141001,,,District 4,District 1,2015/07/07 00:00:00+00,,,1469677.975,579434.7592,Mecklenburg,35.334106,-80.773197
163,INPP,Independence Pointe Park,9902 INDEPENDENCE POINTE PY,0, , , ,NO,MATTHEWS,NC,28105,Town Park,General,Undeveloped,South,,,,7043217275,,,,District 6,2003/07/11 00:00:00+00,,,1487684.492,507491.6013,Matthews,35.132019,-80.713971
258,GATE,Iswa Nature Preserve,9909 WILKINSON BV,9701, ,WILKINSON,BV, ,CHARLOTTE,NC,28214,Nature Preserve,General,Developed,South,,,,9803141003,,,,District 2,1998/07/28 00:00:00+00,,,1401189,550085.0001,Mecklenburg,35.244845,-81.005747
109,ALHS,Alexandriana Historic Site,9921 OLD STATESVILLE RD,9921, ,OLD STATESVILLE,RD, ,CHARLOTTE,NC,28269,Historic,Historic,Developed,North,,,,9803141001,,,,District 1,2002/03/18 00:00:00+00,,,1456584.958,590193.8029,Mecklenburg,35.357772,-80.82343
